0.0590,176.1390,6.5830,2.0510,0.0280,99.9560,2.4650,0.8260,0.0300,20892.6016,456.0470,20.6300,0.0300,18874.0977,393.1880,38.2600
0.0630,176.1410,6.5860,2.0530,0.0260,99.9530,2.4630,0.8210,0.0280,20892.6094,455.9620,20.6070,0.0290,18874.0840,393.1630,38.2670
0.0620,176.1420,6.5850,2.0470,0.0260,99.9580,2.4640,0.8210,0.0290,20892.6074,456.0550,20.6280,0.0300,18874.0723,393.1750,38.2710
0.0600,176.1420,6.5870,2.0520,0.0290,99.9590,2.4650,0.8260,0.0270,20892.6094,456.0380,20.6300,0.0320,18874.0859,393.1660,38.2670
0.0620,176.1350,6.5860,2.0540,0.0260,99.9580,2.4670,0.8250,0.0270,20892.6094,455.9750,20.6380,0.0290,18874.0801,393.1330,38.2690
0.0580,176.1350,6.5810,2.0490,0.0260,99.9570,2.4670,0.8220,0.0270,20892.5977,456.0620,20.6110,0.0300,18874.0840,393.1280,38.2710
0.0580,176.1350,6.5810,2.0530,0.0280,99.9550,2.4650,0.8230,0.0300,20892.6055,456.0210,20.6200,0.0280,18874.0840,393.2080,38.2790
0.0620,176.1410,6.5810,2.0530,0.0300,99.9580,2.4630,0.8270,0.0300,20892.6035,456.0600,20.6270,0.0320,18874.0820,393.1730,38.2670
0.0620,176.1380,6.5810,2.0540,0.0290,99.9570,2.4670,0.8270,0.0320,20892.6094,456.0730,20.6270,0.0310,18874.0820,393.1310,38.2680
0.0570,176.1430,6.5800,2.0490,0.0300,99.9580,2.4670,0.8220,0.0300,20892.6074,456.0300,20.6160,0.0270,18874.0898,393.1610,38.2750
0.0580,176.1420,6.5800,2.0520,0.0300,99.9590,2.4630,0.8260,0.0310,20892.6055,456.0140,20.6240,0.0280,18874.0801,393.1230,38.2760
0.0610,176.1370,6.5800,2.0520,0.0290,99.9560,2.4640,0.8290,0.0290,20892.5996,456.0110,20.6170,0.0310,18874.0840,393.1620,38.2620
0.0580,176.1400,6.5780,2.0470,0.0290,99.9600,2.4670,0.8240,0.0300,20892.5977,456.0180,20.6130,0.0270,18874.0820,393.1340,38.2660
0.0600,176.1340,6.5860,2.0480,0.0290,99.9560,2.4620,0.8210,0.0290,20892.6016,455.9820,20.6110,0.0300,18874.0801,393.1570,38.2670
0.0610,176.1390,6.5770,2.0490,0.0280,99.9570,2.4680,0.8280,0.0300,20892.6016,456.0350,20.6210,0.0260,18874.0898,393.1380,38.2730
0.0600,176.1370,6.5850,2.0480,0.0300,99.9580,2.4660,0.8290,0.0300,20892.5977,455.9970,20.6230,0.0290,18874.0898,393.2130,38.2740
0.0580,176.1420,6.5770,2.0500,0.0330,99.9550,2.4650,0.8260,0.0310,20892.6055,456.0550,20.6150,0.0290,18874.0898,393.0830,38.2630
0.0590,176.1380,6.5800,2.0480,0.0290,99.9570,2.4670,0.8220,0.0260,20892.6055,456.0150,20.6140,0.0290,18874.0938,393.0920,38.2630
0.0610,176.1370,6.5820,2.0520,0.0280,99.9610,2.4670,0.8260,0.0270,20892.6016,456.0050,20.6260,0.0280,18874.0781,393.1350,38.2710
0.0600,176.1440,6.5810,2.0520,0.0290,99.9550,2.4620,0.8260,0.0310,20892.6055,456.0520,20.6340,0.0280,18874.0898,393.1480,38.2680
0.0600,176.1410,6.5840,2.0510,0.0260,99.9520,2.4700,0.8250,0.0290,20892.6094,456.0210,20.6110,0.0280,18874.0859,393.1520,38.2700
0.0630,176.1390,6.5830,2.0520,0.0290,99.9540,2.4680,0.8220,0.0270,20892.5977,455.9590,20.6120,0.0310,18874.0840,393.0820,38.2690
0.0600,176.1400,6.5770,2.0520,0.0230,99.9570,2.4670,0.8290,0.0280,20892.5977,455.9230,20.6140,0.0300,18874.0859,393.1360,38.2700
0.0620,176.1400,6.5850,2.0510,0.0300,99.9530,2.4680,0.8220,0.0300,20892.6055,456.0340,20.6180,0.0290,18874.0840,393.1560,38.2750
0.0570,176.1400,6.5850,2.0480,0.0280,99.9580,2.4650,0.8200,0.0250,20892.5938,456.0610,20.6300,0.0270,18874.0898,393.1610,38.2640
0.0580,176.1370,6.5820,2.0550,0.0290,99.9610,2.4680,0.8250,0.0310,20892.6055,456.0200,20.6380,0.0290,18874.0859,393.1180,38.2600
0.0600,176.1390,6.5810,2.0510,0.0300,99.9560,2.4680,0.8190,0.0310,20892.6016,456.0770,20.6180,0.0320,18874.0859,393.2040,38.2640
0.0610,176.1390,6.5800,2.0510,0.0280,99.9550,2.4650,0.8270,0.0310,20892.6016,456.0040,20.6160,0.0330,18874.0918,393.1690,38.2720
0.0590,176.1390,6.5830,2.0490,0.0290,99.9610,2.4710,0.8230,0.0290,20892.5938,456.0020,20.6080,0.0270,18874.0840,393.1880,38.2600
0.0630,176.1410,6.5820,2.0500,0.0310,99.9600,2.4660,0.8230,0.0280,20892.5977,456.0500,20.6190,0.0290,18874.0840,393.1710,38.2700
